THREE_Q,output26000,26692.7083333,0.537666018357,52246.09375,0.995379667344,58146.1588542,0.585667233394
THREE_Q,output10000,37353.515625,0.79578652383,48583.984375,0.88545235558,60750.3255208,1.38506599145
THREE_Q,output07000,32104.4921875,0.852092924126,32226.5625,1.05476091205,32348.6328125,1.01679847742
THREE_Q,output28000,25105.7942708,0.606911795164,34261.0677083,0.720764494128,56966.1458333,0.529016449937
THREE_Q,output31000,45043.9453125,0.570092639989,45450.8463542,0.534807165802,62011.71875,0.544154699146
THREE_Q,output06000,27832.03125,1.41076496644,27954.1015625,1.17670590467,55786.1328125,1.13613057822
THREE_Q,output09000,30761.71875,1.04364063238,45410.15625,1.05380278942,60750.3255208,1.22653845847
THREE_Q,output08000,43823.2421875,0.741862410773,47729.4921875,0.733790026402,48950.1953125,0.714680460529
THREE_Q,output24000,28605.1432292,0.676597556733,37353.515625,0.688004033864,49072.265625,0.656504635098
THREE_Q,output22000,35441.0807292,0.744163108009,44799.8046875,0.828041354373,45003.2552083,0.764342724699
FULL,output26000,28279.6223958,0.64962190395,34464.5182292,0.616450012411,52246.09375,0.92047026443
FULL,output10000,25479.4034091,0.948049619734,26855.46875,0.887300110927,40527.34375,1.16455879491
FULL,output07000,32104.4921875,0.730364895621,32226.5625,0.942213249252,45898.4375,0.799530732248
FULL,output28000,26000.9765625,0.578497954144,56966.1458333,0.618811461354,57006.8359375,0.642461740541
FULL,output31000,25187.1744792,0.467420718968,34057.6171875,0.504762632804,34179.6875,0.470760931313
FULL,output06000,27832.03125,1.75455881896,50862.6302083,0.792274896379,55786.1328125,1.003401174
FULL,output09000,38574.21875,0.843408350306,41259.765625,0.857813949024,54687.5,0.931283883647
FULL,output08000,31738.28125,0.827273146021,53304.0364583,0.900203054899,54321.2890625,0.824228147182
FULL,output24000,28523.7630208,0.841052140822,42724.609375,0.664696613738,52490.234375,0.6063437783
FULL,output22000,44759.1145833,0.843596705316,44799.8046875,0.717273946325,44881.1848958,0.835957440787
QUARTER,output26000,52246.09375,0.972901531778,52276.6113281,0.847612697466,55572.5097656,0.635580031997
QUARTER,output10000,26245.1171875,1.55228203377,27587.890625,1.67237174471,28076.171875,1.58683306522
QUARTER,output07000,27404.7851562,0.905211730438,32104.4921875,1.03501737756,32226.5625,1.79338166546
QUARTER,output28000,32928.4667969,0.510117441778,56854.2480469,0.691050717404,57067.8710938,0.470235250456
QUARTER,output31000,25268.5546875,0.582894199952,45196.5332031,0.570787773273,60333.2519531,0.570234968181
QUARTER,output06000,27832.03125,1.8136564641,27893.0664062,1.07768435378,27954.1015625,1.12847605213
QUARTER,output09000,40466.3085938,0.886589331975,40527.34375,0.887290665068,51757.8125,0.947046292255
QUARTER,output08000,30578.6132812,0.847762403968,35827.6367188,1.2502069911,53771.9726562,0.952509070638
QUARTER,output24000,28503.4179688,0.792287126542,48217.7734375,0.886637893664,48278.8085938,0.878974762171
QUARTER,output22000,35369.8730469,0.985092692744,44799.8046875,1.41514543258,44830.3222656,0.795313364043
EMPTY,output26000,30314.1276042,0.708889089326,35156.25,0.622908054931,52286.7838542,1.09554117204
EMPTY,output10000,25390.625,1.44343573867,40527.34375,1.52638385895,60709.6354167,2.4568302412
EMPTY,output07000,32104.4921875,1.81198051559,32226.5625,2.85622784673,60668.9453125,1.30429221813
EMPTY,output28000,30140.2698864,0.624793069314,56995.7386364,0.555947499553,57084.5170455,0.590279109519
EMPTY,output31000,26896.1588542,0.557296643697,40771.484375,0.490000894178,62459.3098958,0.468022998428
EMPTY,output06000,27832.03125,2.38379944744,27913.4114583,1.57179089421,27954.1015625,1.84342824487
EMPTY,output09000,40486.6536458,1.04143993249,44026.6927083,1.00722864381,60709.6354167,2.40687527625
EMPTY,output08000,35888.671875,1.92074340411,53344.7265625,0.888164389724,53792.3177083,0.94652297526
EMPTY,output24000,28523.7630208,0.904810040845,28564.453125,0.992102336051,48258.4635417,1.5803142736
EMPTY,output22000,44637.0442708,1.31238275504,44759.1145833,1.38497581231,44840.4947917,1.45729613496
HALF,output26000,40893.5546875,0.760276047654,52246.09375,0.542987294102,52286.7838542,0.562808075538
HALF,output10000,40527.34375,0.941299126023,40649.4140625,0.729533460707,43334.9609375,0.740897741081
HALF,output07000,28930.6640625,0.734558527883,32226.5625,1.13603311516,55826.8229167,0.751296557261
HALF,output28000,35847.9817708,0.503276691319,56233.7239583,0.441343285134,62174.4791667,0.442828200839
HALF,output31000,38167.3177083,0.4561376503,41300.4557292,0.458735724636,46630.859375,0.489104031533
HALF,output06000,27832.03125,1.38714881559,27954.1015625,0.777954554547,28116.8619792,0.770999578374
HALF,output09000,28686.5234375,0.914005294432,29785.15625,0.824349687844,60709.6354167,0.872480789771
HALF,output08000,35847.9817708,0.681335104436,35888.671875,0.781491650464,53751.6276042,0.722009355539
HALF,output24000,35481.7708333,0.55055093945,48217.7734375,0.593094149063,48258.4635417,0.609598691663
HALF,output22000,35359.7005208,0.678077562822,44759.1145833,0.910864978713,55175.78125,0.617471940605
