THREE_Q,35534.3825413,3.94023044934,43343.0123317,3.67410613256
FULL,35375.3078797,3.8215485246,43325.2207648,3.75537880635
QUARTER,35470.6488113,4.11724962417,43457.0390342,3.73970945949
EMPTY,35449.0084588,4.0647247004,43397.2673844,3.90011012342
HALF,35551.4812975,3.90790059149,43211.209055,3.68200053575
